user_id,merchant_id,device_id,location,amount,timestamp,is_fraud,fraud_reason,hour,day_of_week
171,5,POS,Chennai,177.67,2025-05-24 21:35:55.174804,0,,21,5
415,13,Web,Delhi,1320.82,2025-05-24 22:20:54.919829,0,,22,5
394,10,Android,Hyderabad,569.59,2025-05-24 22:37:55.340383,0,,22,5
263,13,USSD,Pune,355.48,2025-05-24 22:53:55.311640,0,,22,5
154,21,iOS,Bangalore,1898.92,2025-05-24 23:12:55.380767,0,,23,5
77,24,USSD,Mumbai,1958.42,2025-05-25 08:35:55.361778,0,,8,6
315,11,iOS,Delhi,1251.74,2025-05-25 08:46:55.427912,0,,8,6
152,16,Android,Delhi,1958.22,2025-05-25 10:41:54.971707,0,,10,6
295,2,iOS,Mumbai,1514.2,2025-05-25 12:27:55.426757,0,,12,6
323,10,Android,Mumbai,2105.32,2025-05-25 12:33:55.082945,0,,12,6
95,10,USSD,Delhi,1556.27,2025-05-25 12:44:55.197382,0,,12,6
66,14,USSD,Delhi,1004.83,2025-05-25 13:05:55.392973,0,,13,6
395,20,POS,Mumbai,138.2,2025-05-25 13:15:54.965693,0,,13,6
473,11,POS,Chennai,1446.28,2025-05-25 13:21:55.123606,0,,13,6
416,12,POS,Delhi,1184.11,2025-05-25 13:23:55.127345,0,,13,6
483,11,USSD,Mumbai,1467.23,2025-05-25 14:18:55.135219,0,,14,6
231,8,Android,Chennai,432.33,2025-05-25 14:36:55.364395,0,,14,6
441,6,USSD,Delhi,888.35,2025-05-25 14:58:55.430784,0,,14,6
79,15,USSD,Chennai,109.63,2025-05-25 15:11:55.017348,0,,15,6
11,0,iOS,Pune,390.81,2025-05-25 15:35:55.010481,0,,15,6
98,2,Android,Delhi,1713.47,2025-05-25 15:37:55.110876,0,,15,6
241,2,POS,Hyderabad,346.2,2025-05-25 15:50:55.107783,0,,15,6
213,24,POS,Bangalore,667.61,2025-05-25 15:50:55.312414,0,,15,6
340,8,POS,Mumbai,1429.99,2025-05-25 15:54:55.160460,0,,15,6
266,1,iOS,Bangalore,755.22,2025-05-25 15:57:55.429153,0,,15,6
94,24,Android,Hyderabad,1088.22,2025-05-25 16:02:55.091670,0,,16,6
441,2,Android,Delhi,1377.71,2025-05-25 16:17:55.137964,0,,16,6
11,23,iOS,Pune,972.66,2025-05-25 16:54:54.954201,0,,16,6
79,16,Web,Chennai,515.12,2025-05-25 16:54:55.159389,0,,16,6
426,13,iOS,Hyderabad,14212.537793527907,2025-05-25 17:25:55.223678,1,high_amount_spike,17,6
318,2,Android,Chennai,1045.97,2025-05-25 17:28:55.345524,0,,17,6
447,16,iOS,Bangalore,1322.92,2025-05-25 17:36:55.396467,0,,17,6
112,17,Web,Delhi,577.44,2025-05-25 17:45:55.338082,0,,17,6
226,14,iOS,Mumbai,951.5,2025-05-25 18:11:54.923557,0,,18,6
133,15,POS,Bangalore,1012.97,2025-05-25 18:15:55.025223,0,,18,6
186,7,Web,Hyderabad,931.17,2025-05-25 18:19:55.032585,0,,18,6
35,21,USSD,Pune,1297.09,2025-05-25 18:25:55.124103,0,,18,6
89,23,Web,Pune,1373.47,2025-05-25 19:03:55.262749,0,,19,6
262,22,iOS,Chennai,1512.91,2025-05-25 19:18:55.315057,0,,19,6
17,10,Web,Hyderabad,126.89,2025-05-25 19:57:54.942179,0,,19,6
275,18,Web,Mumbai,927.06,2025-05-25 19:58:55.090520,0,,19,6
332,10,iOS,Bangalore,740.36,2025-05-25 20:47:55.052300,0,,20,6
277,23,POS,Delhi,1104.2,2025-05-25 20:50:55.111536,0,,20,6
276,11,Android,Chennai,732.55,2025-05-25 21:05:54.991319,0,,21,6
332,17,POS,Bangalore,787.08,2025-05-25 21:08:55.003698,0,,21,6
157,5,POS,Pune,824.42,2025-05-25 21:57:55.125873,0,,21,6
499,24,POS,Pune,163.41,2025-05-25 22:18:54.965501,0,,22,6
242,23,Web,Mumbai,352.25,2025-05-25 22:18:55.397141,0,,22,6
395,3,Web,Mumbai,858.54,2025-05-25 22:31:55.295166,0,,22,6
427,17,USSD,Mumbai,460.26,2025-05-25 23:41:55.070707,0,,23,6
351,14,iOS,Bangalore,386.02,2025-05-26 06:05:55.367326,0,,6,0
285,23,iOS,Pune,2197.27,2025-05-26 06:25:55.335019,0,,6,0
339,5,USSD,Chennai,791.58,2025-05-26 08:08:55.106991,0,,8,0
53,10,iOS,Mumbai,1500.82,2025-05-26 08:40:55.180136,0,,8,0
157,0,iOS,Pune,841.9,2025-05-26 09:11:55.422961,0,,9,0
5,14,POS,Hyderabad,1769.53,2025-05-26 09:18:55.092938,0,,9,0
207,13,USSD,Delhi,1474.15,2025-05-26 09:23:54.979540,0,,9,0
338,24,Android,Mumbai,1756.89,2025-05-26 10:13:55.089868,0,,10,0
314,21,Android,Chennai,1248.39,2025-05-26 10:32:55.142532,0,,10,0
250,22,POS,Pune,406.62,2025-05-26 10:50:55.140060,0,,10,0
79,12,Web,Chennai,420.79,2025-05-26 10:52:55.371057,0,,10,0
30,12,POS,Delhi,2022.14,2025-05-26 11:02:55.372325,0,,11,0
334,3,Web,Pune,1479.36,2025-05-26 11:45:55.167679,0,,11,0
331,14,Web,Bangalore,1920.89,2025-05-26 11:54:54.943613,0,,11,0
81,14,iOS,Pune,708.51,2025-05-26 11:59:55.393277,0,,11,0
74,1,iOS,Bangalore,1973.73,2025-05-26 12:18:55.000364,1,geo_mismatch,12,0
224,3,Android,Chennai,1412.2,2025-05-26 12:28:55.216445,0,,12,0
87,4,Web,Hyderabad,567.1,2025-05-26 12:29:54.950576,0,,12,0
103,20,POS,Delhi,599.1,2025-05-26 12:37:55.136026,0,,12,0
225,4,Android,Mumbai,881.05,2025-05-26 12:58:55.130111,0,,12,0
380,1,USSD,Mumbai,197.26,2025-05-26 13:31:55.083300,0,,13,0
281,13,Android,Delhi,828.74,2025-05-26 13:35:55.046883,0,,13,0
234,20,Web,Pune,880.89,2025-05-26 13:40:55.221505,0,,13,0
249,4,Web,Hyderabad,102.08,2025-05-26 14:22:55.079222,0,,14,0
389,1,Android,Pune,1932.72,2025-05-26 15:01:55.358058,0,,15,0
323,16,Android,Mumbai,928.12,2025-05-26 15:12:55.051404,0,,15,0
435,5,Android,Pune,1782.26,2025-05-26 15:25:55.080531,0,,15,0
79,16,POS,Chennai,128.63,2025-05-26 15:26:54.988653,0,,15,0
314,11,USSD,Chennai,1333.28,2025-05-26 16:21:55.312265,0,,16,0
377,12,Web,Delhi,1628.89,2025-05-26 16:22:55.194028,0,,16,0
311,22,USSD,Pune,1334.67,2025-05-26 16:26:54.969791,0,,16,0
326,5,iOS,Pune,1616.44,2025-05-26 18:32:55.189475,0,,18,0
62,16,POS,Chennai,1142.32,2025-05-26 18:40:55.174493,0,,18,0
348,7,Android,Chennai,861.49,2025-05-26 18:42:55.366852,0,,18,0
167,12,Web,Chennai,1753.54,2025-05-26 18:51:55.232486,0,,18,0
174,20,POS,Delhi,679.81,2025-05-26 19:01:55.407774,0,,19,0
401,5,iOS,Hyderabad,790.43,2025-05-26 19:19:55.075580,0,,19,0
340,15,Android,Mumbai,1272.6,2025-05-26 20:12:55.049884,0,,20,0
177,6,Android,Mumbai,531.4,2025-05-26 20:40:54.997956,0,,20,0
470,7,USSD,Pune,1143.42,2025-05-26 20:53:55.333458,0,,20,0
430,6,POS,Mumbai,1481.39,2025-05-26 21:15:54.938307,0,,21,0
476,4,POS,Hyderabad,245.69,2025-05-26 21:29:55.347736,0,,21,0
346,4,Web,Bangalore,1443.29,2025-05-26 22:47:55.141169,0,,22,0
406,23,Android,Hyderabad,1544.49,2025-05-26 22:56:55.186592,0,,22,0
132,8,iOS,Mumbai,1020.02,2025-05-26 22:57:55.086439,0,,22,0
357,6,POS,Delhi,411.42,2025-05-26 22:59:55.301371,0,,22,0
172,24,Android,Hyderabad,1424.14,2025-05-27 03:46:55.388269,1,odd_hour,3,1
163,4,Web,Pune,1273.63,2025-05-27 06:38:55.241755,0,,6,1
180,11,USSD,Hyderabad,1345.76,2025-05-27 07:00:55.251773,0,,7,1
130,19,Android,Hyderabad,278.64,2025-05-27 08:08:55.157233,0,,8,1
225,7,POS,Mumbai,1138.07,2025-05-27 08:16:55.097656,0,,8,1
481,20,Web,Pune,1589.14,2025-05-27 08:26:55.187520,0,,8,1
58,15,Android,Bangalore,1.0,2025-05-27 08:35:55.390570,0,,8,1
133,6,Android,Bangalore,930.52,2025-05-27 08:45:55.180823,0,,8,1
495,9,POS,Pune,1258.6,2025-05-27 08:49:55.172598,0,,8,1
406,10,iOS,Hyderabad,785.32,2025-05-27 09:33:55.244777,0,,9,1
103,24,POS,Delhi,998.99,2025-05-27 10:09:55.227233,0,,10,1
488,15,iOS,Chennai,1001.47,2025-05-27 10:09:55.231103,0,,10,1
59,8,POS,Mumbai,582.74,2025-05-27 10:29:55.228236,0,,10,1
403,4,iOS,Hyderabad,954.54,2025-05-27 10:44:55.285194,0,,10,1
257,12,Android,Hyderabad,462.27,2025-05-27 11:04:55.074059,0,,11,1
223,22,POS,Mumbai,1438.7,2025-05-27 11:11:55.045541,0,,11,1
84,5,Web,Chennai,1224.19,2025-05-27 11:14:55.083387,0,,11,1
85,21,Web,Bangalore,478.32,2025-05-27 11:48:55.198674,0,,11,1
472,20,iOS,Pune,11291.731005449672,2025-05-27 11:56:54.958222,1,high_amount_spike,11,1
432,1,Web,Chennai,1919.86,2025-05-27 12:09:55.131292,0,,12,1
464,23,iOS,Pune,668.16,2025-05-27 12:11:55.183856,0,,12,1
192,11,Web,Mumbai,1041.77,2025-05-27 12:57:55.284858,0,,12,1
264,3,iOS,Delhi,1244.42,2025-05-27 13:54:55.204777,0,,13,1
348,13,POS,Chennai,265.68,2025-05-27 14:13:54.959775,0,,14,1
349,23,iOS,Mumbai,830.34,2025-05-27 14:15:54.943660,0,,14,1
72,8,POS,Delhi,1833.6,2025-05-27 14:30:55.252178,0,,14,1
486,20,POS,Chennai,728.44,2025-05-27 14:32:54.976429,0,,14,1
321,0,POS,Delhi,403.9,2025-05-27 14:38:55.057933,0,,14,1
163,14,Android,Pune,1294.08,2025-05-27 14:39:55.200601,0,,14,1
238,19,POS,Hyderabad,2401.45,2025-05-27 15:37:55.326687,0,,15,1
352,15,POS,Pune,1549.63,2025-05-27 15:42:55.345004,0,,15,1
287,11,Web,Pune,1.0,2025-05-27 16:07:55.176699,0,,16,1
201,5,USSD,Mumbai,658.43,2025-05-27 16:21:54.958845,0,,16,1
309,18,Web,Delhi,1937.05,2025-05-27 16:24:55.421232,0,,16,1
109,14,USSD,Pune,1925.25,2025-05-27 16:31:54.991369,0,,16,1
71,15,Web,Chennai,1080.69,2025-05-27 16:34:55.122814,0,,16,1
75,24,USSD,Pune,1245.76,2025-05-27 17:01:55.157452,0,,17,1
222,22,USSD,Pune,1067.03,2025-05-27 17:10:55.179443,0,,17,1
117,10,Android,Pune,665.68,2025-05-27 17:23:55.033289,0,,17,1
15,21,POS,Bangalore,1957.43,2025-05-27 18:51:55.429201,0,,18,1
240,21,POS,Pune,313.7,2025-05-27 19:04:55.154934,0,,19,1
385,6,Web,Hyderabad,490.04,2025-05-27 19:19:54.952676,0,,19,1
12,9,Android,Mumbai,541.63,2025-05-27 19:56:55.405913,0,,19,1
9,9,USSD,Chennai,809.9,2025-05-27 19:57:55.200740,0,,19,1
27,3,iOS,Delhi,1401.36,2025-05-27 19:57:55.300698,0,,19,1
416,5,iOS,Delhi,1039.73,2025-05-27 20:01:55.316828,0,,20,1
16,7,POS,Pune,1101.81,2025-05-27 20:41:55.215809,0,,20,1
266,21,POS,Bangalore,749.07,2025-05-27 20:52:55.129098,0,,20,1
35,1,Android,Pune,1417.2,2025-05-27 20:56:55.006189,0,,20,1
396,20,POS,Chennai,1138.02,2025-05-27 21:01:55.386208,1,rapid_fire,21,1
3,15,POS,Hyderabad,1510.43,2025-05-27 21:51:55.390101,0,,21,1
279,10,Web,Pune,899.6,2025-05-27 22:01:55.311696,0,,22,1
216,19,POS,Bangalore,445.98,2025-05-28 07:18:55.431293,0,,7,2
455,6,Web,Hyderabad,1469.3,2025-05-28 08:54:55.150585,0,,8,2
47,21,POS,Mumbai,1104.64,2025-05-28 09:05:55.023274,0,,9,2
48,11,Android,Hyderabad,2032.94,2025-05-28 09:23:54.944244,0,,9,2
355,14,Android,Mumbai,1886.71,2025-05-28 09:55:54.992405,0,,9,2
15,17,Android,Bangalore,1872.29,2025-05-28 10:06:54.985985,0,,10,2
380,21,Android,Mumbai,287.16,2025-05-28 10:45:54.933713,0,,10,2
82,17,USSD,Delhi,1579.14,2025-05-28 10:52:55.223253,0,,10,2
363,1,POS,Mumbai,1270.16,2025-05-28 11:12:55.410259,0,,11,2
221,12,iOS,Pune,7.5,2025-05-28 11:25:55.409378,0,,11,2
414,5,Web,Hyderabad,32.43,2025-05-28 12:32:55.258574,0,,12,2
95,2,iOS,Delhi,1041.32,2025-05-28 12:48:55.320487,0,,12,2
343,16,iOS,Mumbai,1609.33,2025-05-28 12:58:55.122421,0,,12,2
31,2,Web,Mumbai,1331.87,2025-05-28 12:59:55.124054,0,,12,2
444,12,USSD,Pune,2486.04,2025-05-28 13:05:55.162325,0,,13,2
397,6,USSD,Hyderabad,1096.6,2025-05-28 13:08:55.220584,0,,13,2
383,3,Android,Mumbai,1023.39,2025-05-28 13:12:55.122335,0,,13,2
144,5,USSD,Chennai,2008.39,2025-05-28 13:24:55.026798,0,,13,2
370,8,POS,Hyderabad,455.61,2025-05-28 13:32:55.320439,0,,13,2
124,16,Android,Hyderabad,383.67,2025-05-28 13:44:55.160047,0,,13,2
17,13,USSD,Hyderabad,656.98,2025-05-28 13:52:54.999694,0,,13,2
37,11,Web,Mumbai,1350.65,2025-05-28 13:55:55.052602,0,,13,2
159,9,USSD,Hyderabad,1759.26,2025-05-28 14:01:55.146763,0,,14,2
65,9,iOS,Pune,959.94,2025-05-28 14:09:55.061902,0,,14,2
84,16,POS,Chennai,1414.52,2025-05-28 14:09:55.093624,0,,14,2
429,3,iOS,Bangalore,2205.79,2025-05-28 14:15:55.106195,0,,14,2
163,21,Web,Pune,838.82,2025-05-28 14:30:55.109175,0,,14,2
321,21,Android,Delhi,466.81,2025-05-28 14:54:55.100423,0,,14,2
366,6,POS,Mumbai,884.15,2025-05-28 15:01:55.303444,0,,15,2
288,22,Web,Hyderabad,1928.85,2025-05-28 15:09:55.362218,0,,15,2
19,7,POS,Mumbai,637.45,2025-05-28 15:33:54.959229,0,,15,2
363,24,iOS,Mumbai,1461.41,2025-05-28 15:38:54.960206,0,,15,2
143,13,Web,Mumbai,1.0,2025-05-28 15:47:54.963187,0,,15,2
271,14,USSD,Bangalore,796.12,2025-05-28 15:49:55.251622,0,,15,2
471,23,USSD,Bangalore,409.1,2025-05-28 16:40:54.963330,0,,16,2
238,6,Android,Hyderabad,1217.87,2025-05-28 16:44:55.375160,0,,16,2
128,12,USSD,Delhi,1005.38,2025-05-28 16:54:55.072011,0,,16,2
457,1,USSD,Pune,1950.12,2025-05-28 17:08:55.201317,0,,17,2
461,20,POS,Hyderabad,1219.93,2025-05-28 17:16:55.178248,0,,17,2
224,19,Android,Chennai,1228.51,2025-05-28 17:39:55.387004,0,,17,2
469,20,Web,Pune,1452.48,2025-05-28 18:11:55.358702,0,,18,2
422,15,POS,Chennai,956.69,2025-05-28 18:14:55.374484,0,,18,2
392,11,iOS,Pune,506.0,2025-05-28 18:26:55.340613,0,,18,2
53,10,iOS,Mumbai,1595.1,2025-05-28 18:51:55.389115,0,,18,2
347,20,POS,Bangalore,1269.04,2025-05-28 19:09:55.075851,0,,19,2
217,10,Android,Hyderabad,339.92,2025-05-28 19:14:55.017931,0,,19,2
318,3,iOS,Chennai,704.8,2025-05-28 19:18:55.379957,0,,19,2
30,0,USSD,Delhi,1671.07,2025-05-28 19:52:55.211895,0,,19,2
419,12,iOS,Mumbai,1262.58,2025-05-28 20:11:55.144703,0,,20,2
40,8,POS,Pune,1980.79,2025-05-28 20:44:55.348613,0,,20,2
323,12,USSD,Mumbai,1670.71,2025-05-28 20:51:55.037941,0,,20,2
320,8,iOS,Bangalore,2100.66,2025-05-28 21:20:55.021158,0,,21,2
447,8,POS,Bangalore,1795.89,2025-05-28 21:47:55.015921,0,,21,2
449,15,Android,Bangalore,956.58,2025-05-28 21:53:54.979224,0,,21,2
342,10,POS,Hyderabad,1883.41,2025-05-28 22:36:55.016874,0,,22,2
251,15,iOS,Bangalore,851.22,2025-05-28 23:05:55.065920,0,,23,2
324,3,Android,Bangalore,273.86,2025-05-28 23:28:55.037723,0,,23,2
52,10,iOS,Pune,455.98,2025-05-29 06:48:54.997858,0,,6,3
341,2,Android,Pune,934.2,2025-05-29 07:19:55.311259,0,,7,3
28,19,Android,Hyderabad,768.9,2025-05-29 07:53:55.365841,0,,7,3
104,14,POS,Chennai,1270.89,2025-05-29 08:25:55.034623,0,,8,3
39,3,POS,Chennai,1538.02,2025-05-29 09:02:55.132702,0,,9,3
52,11,iOS,Pune,381.3,2025-05-29 09:17:55.205084,0,,9,3
32,8,USSD,Bangalore,1126.3,2025-05-29 09:19:55.216359,0,,9,3
18,16,USSD,Mumbai,1896.69,2025-05-29 10:20:55.153828,0,,10,3
466,17,USSD,Chennai,1877.95,2025-05-29 10:45:55.301171,0,,10,3
216,13,iOS,Bangalore,668.19,2025-05-29 11:19:55.002567,0,,11,3
232,6,iOS,Delhi,2048.6,2025-05-29 11:52:55.144100,0,,11,3
139,2,iOS,Pune,604.3,2025-05-29 11:59:55.421094,0,,11,3
234,18,iOS,Pune,924.44,2025-05-29 12:13:55.268830,0,,12,3
495,7,iOS,Pune,1499.5,2025-05-29 12:20:55.057803,0,,12,3
83,23,Web,Pune,1142.11,2025-05-29 12:44:55.065605,0,,12,3
102,24,iOS,Delhi,510.13,2025-05-29 13:10:55.004408,0,,13,3
195,9,Android,Pune,355.32,2025-05-29 13:15:54.995708,0,,13,3
38,2,Web,Mumbai,1294.3,2025-05-29 13:29:55.225226,0,,13,3
324,23,POS,Bangalore,166.96,2025-05-29 13:52:55.173707,0,,13,3
52,8,POS,Pune,352.05,2025-05-29 14:38:55.204204,0,,14,3
426,4,iOS,Hyderabad,1506.82,2025-05-29 14:47:55.108990,0,,14,3
399,22,POS,Chennai,808.02,2025-05-29 14:53:55.116391,0,,14,3
7,4,Android,Hyderabad,941.64,2025-05-29 15:08:54.917080,0,,15,3
296,19,iOS,Mumbai,1395.3,2025-05-29 15:31:55.234224,0,,15,3
3,18,USSD,Hyderabad,1822.65,2025-05-29 15:49:55.156477,0,,15,3
102,8,Android,Delhi,411.78,2025-05-29 16:01:55.026977,0,,16,3
286,5,POS,Bangalore,539.31,2025-05-29 16:03:55.173980,0,,16,3
304,18,USSD,Hyderabad,1570.28,2025-05-29 16:30:55.358789,0,,16,3
418,3,iOS,Mumbai,715.07,2025-05-29 16:39:55.190946,0,,16,3
444,5,USSD,Pune,1754.2,2025-05-29 16:50:55.221549,0,,16,3
486,13,Web,Chennai,1030.45,2025-05-29 17:11:54.993423,0,,17,3
461,3,USSD,Hyderabad,785.28,2025-05-29 17:39:55.055658,0,,17,3
151,21,iOS,Hyderabad,677.92,2025-05-29 18:07:55.154622,0,,18,3
100,20,POS,Chennai,1705.37,2025-05-29 18:12:54.976762,0,,18,3
469,9,iOS,Pune,1670.72,2025-05-29 18:15:55.009189,0,,18,3
254,0,Web,Hyderabad,361.01,2025-05-29 18:17:55.015069,0,,18,3
78,19,iOS,Bangalore,811.88,2025-05-29 18:19:55.212409,0,,18,3
239,3,POS,Mumbai,1368.82,2025-05-29 18:21:55.061410,0,,18,3
24,10,Android,Hyderabad,1.0,2025-05-29 18:38:54.927013,0,,18,3
198,19,Android,Mumbai,1272.38,2025-05-29 18:54:55.234086,0,,18,3
477,17,USSD,Delhi,1455.31,2025-05-29 19:01:55.276346,0,,19,3
339,11,POS,Chennai,1065.99,2025-05-29 19:25:55.052687,0,,19,3
47,12,iOS,Mumbai,575.15,2025-05-29 19:31:54.951695,0,,19,3
178,16,Android,Chennai,542.34,2025-05-29 19:49:55.037371,0,,19,3
239,9,POS,Mumbai,1684.24,2025-05-29 19:49:55.383169,0,,19,3
325,8,iOS,Bangalore,961.65,2025-05-29 19:56:55.044819,0,,19,3
95,7,POS,Delhi,906.0,2025-05-29 20:00:55.430423,0,,20,3
255,5,Web,Mumbai,1767.06,2025-05-29 20:14:55.016351,0,,20,3
277,6,Web,Delhi,1386.18,2025-05-29 21:33:55.072188,0,,21,3
98,7,POS,Delhi,1975.76,2025-05-29 22:09:54.914499,0,,22,3
464,8,iOS,Pune,355.65,2025-05-29 22:09:55.121851,0,,22,3
143,2,USSD,Mumbai,913.13,2025-05-29 22:10:55.122072,0,,22,3
231,16,POS,Chennai,665.06,2025-05-29 23:18:54.999135,0,,23,3
300,22,Web,Mumbai,2246.76,2025-05-30 06:20:55.366215,0,,6,4
172,11,POS,Hyderabad,996.04,2025-05-30 06:49:55.359174,0,,6,4
172,21,POS,Hyderabad,1187.24,2025-05-30 07:50:55.408643,0,,7,4
238,12,iOS,Hyderabad,1628.16,2025-05-30 08:00:54.966788,0,,8,4
12,13,USSD,Mumbai,287.63,2025-05-30 08:05:55.321770,0,,8,4
270,19,POS,Delhi,1497.33,2025-05-30 09:00:55.161197,1,geo_mismatch,9,4
68,15,Android,Pune,434.64,2025-05-30 09:49:55.084868,0,,9,4
424,8,Web,Chennai,1449.03,2025-05-30 10:00:55.194864,0,,10,4
273,2,POS,Hyderabad,580.05,2025-05-30 10:07:55.219116,0,,10,4
140,9,POS,Hyderabad,924.71,2025-05-30 10:15:55.112628,0,,10,4
247,7,POS,Chennai,609.78,2025-05-30 10:22:55.053795,0,,10,4
189,18,Web,Mumbai,835.6,2025-05-30 10:39:55.048360,0,,10,4
488,1,Web,Chennai,351.85,2025-05-30 11:14:55.169545,0,,11,4
196,20,POS,Delhi,1995.38,2025-05-30 11:39:55.385052,0,,11,4
254,23,POS,Hyderabad,430.11,2025-05-30 11:52:55.148830,0,,11,4
141,4,POS,Delhi,1398.47,2025-05-30 12:09:54.946208,0,,12,4
477,6,POS,Delhi,1459.64,2025-05-30 12:11:55.186653,0,,12,4
139,1,POS,Pune,425.39,2025-05-30 12:12:55.119790,0,,12,4
337,9,Web,Mumbai,1082.72,2025-05-30 12:25:55.363758,0,,12,4
276,7,POS,Chennai,853.21,2025-05-30 12:28:55.339532,0,,12,4
472,14,USSD,Pune,2087.34,2025-05-30 12:34:55.115970,0,,12,4
318,2,Android,Chennai,562.42,2025-05-30 13:02:55.367803,0,,13,4
337,5,POS,Mumbai,839.76,2025-05-30 13:12:55.197599,0,,13,4
15,5,Android,Bangalore,1905.47,2025-05-30 13:25:55.093960,0,,13,4
355,7,Android,Mumbai,1872.15,2025-05-30 13:37:55.070883,0,,13,4
426,6,Web,Hyderabad,1467.82,2025-05-30 13:37:55.323290,0,,13,4
282,14,USSD,Bangalore,1148.3,2025-05-30 14:23:54.967448,0,,14,4
220,14,Android,Hyderabad,1600.47,2025-05-30 14:45:54.939297,0,,14,4
323,1,iOS,Mumbai,795.98,2025-05-30 15:13:55.116438,0,,15,4
110,15,Android,Bangalore,938.07,2025-05-30 15:18:55.180908,0,,15,4
273,8,POS,Hyderabad,770.25,2025-05-30 15:31:55.405233,0,,15,4
104,15,Web,Chennai,2242.1,2025-05-30 15:41:55.223453,0,,15,4
362,15,Web,Bangalore,96.86,2025-05-30 15:55:55.267913,0,,15,4
59,2,iOS,Mumbai,408.27,2025-05-30 16:03:55.305010,0,,16,4
194,5,Web,Bangalore,938.02,2025-05-30 16:05:55.084407,0,,16,4
48,4,USSD,Hyderabad,2113.11,2025-05-30 16:12:54.984815,0,,16,4
484,22,POS,Mumbai,1096.25,2025-05-30 16:14:55.214732,0,,16,4
